id,title,authors,language_code,original_publication_year,average_rating,ratings_count,isbn,image_url
5748,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",Nora Roberts,en-US,2000,4.14,22274,515128554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5749,"Veil of Midnight (Midnight Breed, #5)",Lara Adrian,eng,2008,4.26,25116,440244498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5750,Subterranean,James Rollins,eng,1999,4.01,17425,380792648,https://images.gr-assets.com/books/1336889308m/98807.jpg
5751,I Don't Know How She Does It,Allison Pearson,en-US,2001,3.3,15456,375713751,https://images.gr-assets.com/books/1320396351m/39045.jpg
5752,"Preacher, Volume 9: Alamo","Garth Ennis, Steve Dillon",eng,2001,4.33,17930,1563897156,https://images.gr-assets.com/books/1309916938m/102958.jpg
5753,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,eng,2014,4.18,12969,1500453307,https://images.gr-assets.com/books/1405532474m/22733729.jpg
5754,Collected Fictions,"Jorge Luis Borges, Andrew Hurley",eng,1998,4.58,16474,140286802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5755,Valiant (Modern Faerie Tales #2),Holly Black,eng,2002,3.92,26108,689868235,https://images.gr-assets.com/books/1332713354m/266607.jpg
5756,The Russia House,John le Carré,,1989,3.9,17293,743464664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5757,"Raised by Wolves (Raised by Wolves, #1)",Jennifer Lynn Barnes,eng,2010,3.94,24936,1606840592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5758,Promise Me (Myron Bolitar #8),Harlan Coben,eng,2006,3.96,18168,451219244,https://images.gr-assets.com/books/1361152177m/43924.jpg
5759,"Midnight (The Vampire Diaries: The Return, #3)",L.J. Smith,en-US,2011,3.78,20566,61720852,https://images.gr-assets.com/books/1277829186m/6934395.jpg
5760,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",Sherrilyn Kenyon,en-US,2006,4.15,27311,312934343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5761,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Carol Tavris, Elliot Aronson",en-US,2007,3.99,15249,151010986,https://images.gr-assets.com/books/1328876733m/522525.jpg
5762,Abducted (Lizzy Gardner #1),T.R. Ragan,eng,2011,3.94,8828,,https://images.gr-assets.com/books/1446520793m/13765729.jpg
5763,Roadwork,"Richard Bachman, Stephen King",en-US,1981,3.59,18479,451197879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5764,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,en-US,2001,3.92,17260,425204049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5765,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,eng,1991,4.04,15362,60845503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5766,The Given Day (Coughlin #1),Dennis Lehane,en-US,2008,4.03,16528,688163181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5767,Just Me in the Tub (Mercer Mayer's Little Critter),"Gina Mayer, Mercer Mayer",,1994,4.24,17335,613026667,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5768,"Crush (Crash, #3)",Nicole  Williams,en-US,2013,4.24,26188,62267175,https://images.gr-assets.com/books/1350690968m/16096514.jpg
5769,"Deadline (Newsflesh Trilogy, #2)",Mira Grant,en-US,2011,4.1,18636,031608106X,https://images.gr-assets.com/books/1408500444m/8429687.jpg
5770,Long Lost  (Myron Bolitar #9),Harlan Coben,eng,2009,3.94,17996,525951059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5771,"Faithless (Grant County, #5)",Karin Slaughter,en-US,2005,4.11,16833,440242916,https://images.gr-assets.com/books/1167323214m/21722.jpg
5772,My Stroke of Insight: A Brain Scientist's Personal Journey,Jill Bolte Taylor,en-US,2006,3.86,14734,1430300612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5773,"The Walking Dead, Vol. 06: This Sorrowful Life","Robert Kirkman, Charlie Adlard, Cliff Rathburn",eng,2007,4.32,18655,1582406847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5774,Inés of My Soul,"Isabel Allende, Margaret Sayers Peden",en-US,2006,3.9,13539,61161535,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5775,Cold Fire,Dean Koontz,,1991,3.75,18343,425199584,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5776,Frog Music,Emma Donoghue,eng,2014,3.13,16412,031632468X,https://images.gr-assets.com/books/1393227215m/18295858.jpg
5777,An Instance of the Fingerpost,Iain Pears,eng,1997,3.93,17604,1573227951,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5778,5 cm,Donny Dhirgantoro,ind,2005,3.84,12527,9797591514,https://images.gr-assets.com/books/1472231689m/1499340.jpg
5779,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,"Geoffrey A. Moore, Regis McKenna",en-US,1991,4,14329,60517123,https://images.gr-assets.com/books/1421709292m/61329.jpg
5780,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",Peach-Pit,,2006,4.11,17351,345497457,https://images.gr-assets.com/books/1320532059m/1881621.jpg
5781,The Innocent,Harlan Coben,eng,2005,3.95,18125,045121577X,https://images.gr-assets.com/books/1309197260m/43926.jpg
5782,Robots and Empire (Robot #4),Isaac Asimov,eng,1985,4.17,18462,586062009,https://images.gr-assets.com/books/1335782304m/76688.jpg
5783,Island,Aldous Huxley,eng,1962,3.87,14440,60085495,https://images.gr-assets.com/books/1375947541m/5130.jpg
5784,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,,2008,3.97,14784,375424474,https://images.gr-assets.com/books/1320439515m/1662160.jpg
5785,No Exit,Jean-Paul Sartre,eng,1944,4.13,16533,573613052,https://images.gr-assets.com/books/1362639118m/123933.jpg
5786,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),Seth Godin,,2007,3.83,15009,1591841666,https://images.gr-assets.com/books/1311282216m/324748.jpg
5787,Are You My Mother?,Alison Bechdel,eng,2012,3.66,18618,618982507,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5788,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),Bob Ong,fil,2001,4.2,14481,9719234202,https://images.gr-assets.com/books/1297789858m/1433337.jpg
5789,The Farseer Trilogy (Farseer Trilogy #1-3),Robin Hobb,eng,2011,4.33,14303,1780481012,https://images.gr-assets.com/books/1447493572m/10762697.jpg
5790,The Blue Bistro,Elin Hilderbrand,en-US,2005,4,16398,312992629,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5791,"Third Grave Dead Ahead (Charley Davidson, #3)",Darynda Jones,eng,2012,4.39,15137,1250001544,https://images.gr-assets.com/books/1310823404m/12043770.jpg
5792,Identity,"Milan Kundera, Linda Asher",eng,1997,3.68,11735,60930314,https://images.gr-assets.com/books/1410130249m/28635.jpg
5793,"The Heart of Betrayal (The Remnant Chronicles, #2)",Mary E. Pearson,eng,2015,4.32,24104,805099247,https://images.gr-assets.com/books/1414932049m/21569527.jpg
5794,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,en-US,2000,4.29,17459,60856262,https://images.gr-assets.com/books/1407105580m/4373.jpg
5795,The Funhouse,"Owen  West, Dean Koontz",eng,1980,3.6,18424,425142485,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5796,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,en-US,2006,3.97,13708,074329730X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5797,You Belong To Me,Mary Higgins Clark,en-US,1998,3.85,19131,671004549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5798,Not Without My Daughter,Betty Mahmoody,eng,1987,4.04,16650,552152161,https://images.gr-assets.com/books/1416296090m/43255.jpg
5799,"The Killing Hour (Quincy & Rainie, #4)",Lisa Gardner,en-US,2003,4.16,17948,553584529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5800,"Castle Roogna (Xanth, #3)",Piers Anthony,eng,1979,3.87,19867,345418514,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5801,While My Pretty One Sleeps,Mary Higgins Clark,eng,1989,3.88,18846,671673688,https://images.gr-assets.com/books/1421102605m/571555.jpg
5802,Arsenic and Old Lace,Joseph Kesselring,,1939,4.14,20473,856761222,https://images.gr-assets.com/books/1319500896m/178599.jpg
5803,"Dance with a Vampire (Vampire Kisses, #4)",Ellen Schreiber,eng,2007,4.01,22119,61132233,https://images.gr-assets.com/books/1443971681m/263171.jpg
5804,Sometimes a Great Notion,Ken Kesey,,1964,4.24,15502,140045295,https://images.gr-assets.com/books/1364846481m/529626.jpg
5805,"Tris's Book (Circle of Magic, #2)",Tamora Pierce,eng,1998,4.07,24511,590554093,https://images.gr-assets.com/books/1328860149m/58890.jpg
5806,The Moral Landscape: How Science Can Determine Human Values,Sam Harris,en-US,2010,3.9,14300,1439171211,https://images.gr-assets.com/books/1331317058m/7785194.jpg
5807,The Mill River Recluse,Darcie Chan,eng,2014,3.55,15821,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5808,Hey Nostradamus!,Douglas Coupland,eng,2003,3.72,14645,1582344159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5809,Che Guevara: A Revolutionary Life,Jon Lee Anderson,eng,1997,4.1,13516,802135587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5810,"The Secret Hour (Midnighters, #1)",Scott Westerfeld,eng,2004,3.8,23933,,https://images.gr-assets.com/books/1501166713m/24766.jpg
5811,"Chosen at Nightfall (Shadow Falls, #5)",C.C. Hunter,en-CA,2014,4.37,22968,1250012899,https://images.gr-assets.com/books/1345739181m/15745371.jpg
5812,Like the Flowing River ,Paulo Coelho,eng,2000,3.93,12708,7235801,https://images.gr-assets.com/books/1399717203m/587666.jpg
5813,"The Candy Shop War (The Candy Shop War, #1)",Brandon Mull,,2007,4.03,19619,159038783X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5814,"Broken (Women of the Otherworld, #6)",Kelley Armstrong,eng,2006,4.19,24319,553588184,https://images.gr-assets.com/books/1330706568m/11915.jpg
5815,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",Maggie Stiefvater,eng,2008,3.69,26116,738713708,https://images.gr-assets.com/books/1265410418m/3112850.jpg
5816,Why Mosquitoes Buzz in People's Ears,"Verna Aardema, Leo Dillon, Diane Dillon",,1975,4.01,20639,140549056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5817,"Shopaholic to the Stars (Shopaholic, #7)",Sophie Kinsella,eng,2014,3.24,15414,812993861,https://images.gr-assets.com/books/1398905552m/21064599.jpg
5818,High Noon,Nora Roberts,eng,2007,3.94,20698,399154345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5819,The Farm,Tom Rob Smith,eng,2014,3.53,13407,1471110672,https://images.gr-assets.com/books/1391017911m/17557913.jpg
5820,Men Explain Things to Me,Rebecca Solnit,eng,2014,3.93,17918,1608463869,https://images.gr-assets.com/books/1393447237m/18528190.jpg
5821,"Rock with Me (With Me in Seattle, #4)",Kristen Proby,eng,2013,4.3,28709,,https://images.gr-assets.com/books/1364925537m/17201104.jpg
5822,"The Prince of Mist (Niebla, #1)","Carlos Ruiz Zafón, Lucia Graves",eng,1986,3.66,14381,316044776,https://images.gr-assets.com/books/1261604683m/7128341.jpg
5823,Driving Miss Daisy,Alfred Uhry,eng,1986,4.24,16829,930452895,https://images.gr-assets.com/books/1328767041m/1409344.jpg
5824,"Hardpressed (Hacker, #2)",Meredith Wild,eng,2013,4.27,7383,,https://images.gr-assets.com/books/1402511724m/22457201.jpg
5825,"Conspiracy in Death (In Death, #8)",J.D. Robb,eng,1999,4.35,22149,749934174,https://images.gr-assets.com/books/1305124508m/172691.jpg
5826,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",Alexander McCall Smith,eng,2004,4.07,19839,375422714,https://images.gr-assets.com/books/1422951731m/7053.jpg
5827,"The First Four Years  (Little House, #9)","Laura Ingalls Wilder, Garth Williams",eng,1953,3.88,24180,60885459,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5828,The Elephant Tree,R.D. Ronald,eng,2010,3.52,15421,1848764561,https://images.gr-assets.com/books/1327248026m/9293020.jpg
5829,"Bones to Ashes (Temperance Brennan, #10)",Kathy Reichs,eng,2007,3.92,19942,743294378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5830,Grimm's Fairy Tales,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",eng,1857,4.14,5873,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5831,The Definitive Book of Body Language,"Allan Pease, Barbara Pease",eng,2004,3.97,13328,,https://images.gr-assets.com/books/1320537802m/262731.jpg
5832,"Between the Lines (Between the Lines, #1)",Tammara Webber,eng,2011,3.71,25991,,https://images.gr-assets.com/books/1367082644m/11262424.jpg
5833,Never Cry Wolf,Farley Mowat,eng,1963,4.19,17045,316881791,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5834,"Tick Tock (Michael Bennett, #4)","James Patterson, Michael Ledwidge",eng,2010,4.03,17189,031612852X,https://images.gr-assets.com/books/1293807879m/8437913.jpg
5835,Cleopatra's Daughter,Michelle Moran,eng,2009,4.11,16532,184724954X,https://images.gr-assets.com/books/1449745007m/6340471.jpg
5836,"Grave Secrets (Temperance Brennan, #5)",Kathy Reichs,en-US,2002,3.98,21460,684859734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5837,"Shattered (The Iron Druid Chronicles, #7)",Kevin Hearne,eng,2014,4.28,15133,345548485,https://images.gr-assets.com/books/1387891720m/16280678.jpg
5838,"Zoe's Tale (Old Man's War, #4)",John Scalzi,eng,2008,3.73,15971,765316986,https://images.gr-assets.com/books/1301108028m/2102600.jpg
5839,"The First Commandment (Scot Harvath, #6)",Brad Thor,eng,2007,4.22,14833,1416543791,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5840,Complete Works of Oscar Wilde,"Oscar Wilde, Merlin Holland",eng,1908,4.45,10835,7144350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5841,The New Best Recipe,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",,1995,4.2,15971,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5842,"The Rose & the Dagger (The Wrath & the Dawn, #2)",Renee Ahdieh,eng,2016,4.2,26503,399171622,https://images.gr-assets.com/books/1443797156m/23308084.jpg
5843,The Fold,Peter Clines,eng,2015,3.82,13519,553418297,https://images.gr-assets.com/books/1416182070m/23164927.jpg
5844,The Nature of the Beast (Chief Inspector Armand Gamache #11),Louise Penny,eng,2015,4.21,14695,1250022088,https://images.gr-assets.com/books/1429532809m/24586590.jpg
5845,The Proper Care and Feeding of Husbands,Laura C. Schlessinger,,2003,3.71,13465,60520620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5846,"Green: The Beginning and the End (The Circle, #0)",Ted Dekker,eng,2009,4.03,17315,1595542884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5847,"Black Butler, Vol. 3 (Black Butler, #3)",Yana Toboso,ind,2007,4.53,16682,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5848,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,eng,2013,4.31,17352,031624371X,https://images.gr-assets.com/books/1375570227m/16043804.jpg
5849,Daytripper,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",eng,2011,4.31,17679,1401229697,https://images.gr-assets.com/books/1327876816m/8477057.jpg
5850,"Club Shadowlands (Masters of the Shadowlands, #1)",Cherise Sinclair,eng,2009,3.99,22733,,https://images.gr-assets.com/books/1328014540m/6357022.jpg
5851,The Museum of Innocence,"Orhan Pamuk, Maureen Freely",eng,2008,3.69,12685,307266761,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5852,The Mothers,Brit Bennett,eng,2016,3.87,19784,399184511,https://images.gr-assets.com/books/1460652458m/28815371.jpg
5853,Faust,"Johann Wolfgang von Goethe, Walter Kaufmann",eng,1832,3.97,15864,385031149,https://images.gr-assets.com/books/1320404568m/406373.jpg
5854,"Faking It (Losing It, #2)",Cora Carmack,eng,2013,3.96,27707,62273264,https://images.gr-assets.com/books/1360560023m/16172634.jpg
5855,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",Jenny Nimmo,,2005,3.89,20101,439545285,https://images.gr-assets.com/books/1290344623m/106131.jpg
5856,"Accordance (Significance, #2)",Shelly Crane,eng,2011,4.28,25037,,https://images.gr-assets.com/books/1368363345m/12667194.jpg
5857,Bloodrose (Nightshade #3; Nightshade World #6),Andrea Cremer,eng,2012,4.06,23874,399256121,https://images.gr-assets.com/books/1351196369m/8130839.jpg
5858,"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,eng,1936,3.9,19577,425205959,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5859,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",Rachel Renée Russell,eng,2012,4.42,13648,1442449616,https://images.gr-assets.com/books/1370064645m/13547289.jpg
5860,"Ramona and Her Mother (Ramona, #5)",Beverly Cleary,eng,1980,4.08,20053,038070952X,https://images.gr-assets.com/books/1445632007m/89551.jpg
5861,"Appointment with Death (Hercule Poirot, #19)",Agatha Christie,eng,1938,3.84,20793,7119356,https://images.gr-assets.com/books/1308808730m/16363.jpg
5862,"Natural Born Charmer (Chicago Stars, #7)",Susan Elizabeth Phillips,en-US,2004,4.15,25474,60734574,https://images.gr-assets.com/books/1308742575m/73064.jpg
5863,The Woman Warrior,Maxine Hong Kingston,en-US,1975,3.72,17781,679721886,https://images.gr-assets.com/books/1418654290m/30852.jpg
5864,Three Little Kittens,"Masha, Marie Simchow Stern",eng,1942,4.28,18327,307111547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5865,Tales of Ordinary Madness,Charles Bukowski,eng,1978,4,13995,872861554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5866,"Before Jamaica Lane (On Dublin Street, #3)",Samantha Young,eng,2014,4.35,13447,,https://images.gr-assets.com/books/1372090894m/18115061.jpg
